sku,marketplace_product_name_ar,seller_item_name,price,similarity_score,confidence_level,matched_sku
1317,تورسيريتك 10 مجم 30 قرص,تورستوريتك10مجم اقراص جديد,93.0,0.85,1.0,3562
1317,تورسيريتك 10 مجم 30 قرص,تورستوريتك10مجم اقراص جديد,93.0,0.85,1.0,3562
1317,تورسيريتك 10 مجم 30 قرص,تورستريتك10مجم س ج,93.0,0.68,1.0,3562
1317,تورسيريتك 10 مجم 30 قرص,تورستريتك10م اقراص / ركزززززز,93.0,0.64,0.5,3562
1317,تورسيريتك 10 مجم 30 قرص,تروستورتيك10مم 66ج,93.0,0.62,0.5,3562
1317,تورسيريتك 10 مجم 30 قرص,تروستورتيك10مم 66ج,93.0,0.62,0.5,3562
1317,تورسيريتك 10 مجم 30 قرص,تروستورتيك10مم 54ج,93.0,0.62,0.5,3562
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3 شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل1ملى/افنتس قديم,26.5,0.54,0.5,1120
1573,اماريل 1 مجم 30 قرص,اماريل1مجم 3شريط سعر جديد,26.5,0.71,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل1مجم  3شرائط  26.5 ججج ,26.5,0.71,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل1جم س ج,26.5,0.83,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل1جم س ج,26.5,0.83,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل واحد مجم,26.5,0.78,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مم ق,26.5,0.62,0.5,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مم ق,26.5,0.62,0.5,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3 شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3شريط/افنتس,26.5,0.71,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3شريط اقراص جديد,26.5,0.92,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3شريط 26.5ج,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3شرائط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3شرائط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3شرائط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3 شريط ,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3 شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3 شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3 شرررريط,26.5,0.71,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم 3 شرررريط,26.5,0.71,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مجم -3 شريط سعر23,26.5,0.71,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1مج30قرص 3شريط,26.5,0.79,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1جم س.ج 23ج,26.5,0.67,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 ملج أقـراص,26.5,0.58,0.5,137
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم اقراص 3 شريط,26.5,0.92,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم اقراص 3 شريط,26.5,0.92,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 -- 3 شريط,26.5,0.67,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3 شريط*جدييد,26.5,0.71,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3 شريط$$$$$/ جديد,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3 شريط$$$$$/ جديد,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3 شريط$$$$,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3 شريط قديم,26.5,0.71,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3 شريط س ج2,26.5,0.71,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3 شريط 19.8ج,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3 شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3 شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3 شريط,26.5,0.76,1.0,252
1573,اماريل 1 مجم 30 قرص,اماريل 1 مجم 3 شريط,26.5,0.76,1.0,252
179,سيلدافا 100 مجم 12 قرص,سيلدافا100 مجم3شريط/دولاب,91.5,0.58,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا 100 مجم /فياجرا ماش3 شريط,91.5,0.78,1.0,105
179,سيلدافا 100 مجم 12 قرص,سيلدافا 3شريط سعر54,91.5,0.6,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا علبة 3 شريييييييط,91.5,0.5,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا100 جم3شريطط,91.5,0.51,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا100 مج 3شريط,91.5,0.65,1.0,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا100 مجم3شريط,91.5,0.65,1.0,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا100 مجم3شريطط/ جديد,91.5,0.64,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا100 مجم3شريطط/ س ج,91.5,0.64,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا100 مجم3شريططططط,91.5,0.6,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا100مجم   3شرائط  91.5 ج جديد,91.5,0.68,1.0,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا100مجم 3شريط,91.5,0.68,1.0,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا100مجم 3شريط,91.5,0.68,1.0,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا100مجم 3شريط,91.5,0.68,1.0,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا100مجم3شريط/ سعر جديد,91.5,0.64,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا3شريط,91.5,0.56,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا3شريط/ماش,91.5,0.56,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا3شريط/ماش,91.5,0.56,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا 3شريط/ماش 54 جنيه س ج,91.5,0.58,0.5,1789
179,سيلدافا 100 مجم 12 قرص,دوروفين كبسول@,91.5,1.0,1.0,87
179,سيلدافا 100 مجم 12 قرص,سلدافا3شريط91.50ج,91.5,0.56,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا  100 مجم3 شريططط,91.5,0.74,1.0,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا 3 شريط س.جديد @,91.5,0.62,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا 3 شريط س.ج,91.5,0.6,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا 3 شريط س.ج,91.5,0.6,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا 3 شريط  54 ج,91.5,0.62,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا 3 شرايط /فياجرا,91.5,0.58,0.5,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا 100مجم=3شريط,91.5,0.77,1.0,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا 100مجم3شريط,91.5,0.77,1.0,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا 100مجم----3333شريط,91.5,0.72,1.0,1789
179,سيلدافا 100 مجم 12 قرص,سيلدافا 100مجم----3333شريط,91.5,0.72,1.0,1789
26,اريك 100 مجم 12 قرص,اريك اقراص / فياجرا,100.5,0.83,1.0,105
26,اريك 100 مجم 12 قرص,تريتاس  2.5 اقـراص س ج 54ج@,100.5,0.72,1.0,778
26,اريك 100 مجم 12 قرص,ايريك100مجم* 3 شريط,100.5,0.62,0.5,1789
26,اريك 100 مجم 12 قرص,ايريك 3 شريط س.ق,100.5,0.56,0.5,720
26,اريك 100 مجم 12 قرص,اريك3شريط س ج,100.5,0.57,0.5,1789
26,اريك 100 مجم 12 قرص,اريك3شريط جدييييييد,100.5,0.44,0.5,685
26,اريك 100 مجم 12 قرص,اريك3شريط (س ج,100.5,0.57,0.5,1789
26,اريك 100 مجم 12 قرص,اريك33333شريط كبيييير,100.5,0.42,0.5,2584
26,اريك 100 مجم 12 قرص,اريك33333شريط كبيييير,100.5,0.42,0.5,2584
26,اريك 100 مجم 12 قرص,اريك100مل-3 شريط-س.ج,100.5,0.54,0.5,345
26,اريك 100 مجم 12 قرص,اريك100مجم3شريط,100.5,0.55,0.5,1789
26,اريك 100 مجم 12 قرص,اريك100مجم 3 شريط سعر قديم,100.5,0.6,0.5,1789
26,اريك 100 مجم 12 قرص,اريك   3 شريط ,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك   3 شريييط *** سعر جديد ركززز,100.5,0.48,0.5,155
26,اريك 100 مجم 12 قرص,اريك  3شريط,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك100مجم 4ق/س جديد ركززززززز,100.5,0.5,0.5,330
26,اريك 100 مجم 12 قرص,اريك 3  شريط اقراص سعر 81ج,100.5,0.67,1.0,924
26,اريك 100 مجم 12 قرص,اريك 3 شريط,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط   2202344,100.5,0.49,0.5,157
26,اريك 100 مجم 12 قرص,اريك 3 شريط   س ج ج ج,100.5,0.65,1.0,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط  ادويا,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط  ادويا,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط 100.5جنيه  ,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط باكو 120,100.5,0.62,0.5,157
26,اريك 100 مجم 12 قرص,اريك 3 شريط جديد,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط س ج,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط س ج,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط سعر جديد,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط سعر جديد,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط سعر جديد,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط سعر قديم,100.5,0.53,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط سعر قديم ,100.5,0.53,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط سيعر قديم,100.5,0.52,0.5,585
26,اريك 100 مجم 12 قرص,اريك 3 شريط/ س ج ,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريط/ س ق,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شريططططط,100.5,0.48,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3 شـريط,100.5,0.53,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريط,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريط,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريط,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريط ,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريط   لايرتجع,100.5,0.49,0.5,8771
26,اريك 100 مجم 12 قرص,اريك 3شريط  سعر قديم,100.5,0.53,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريط س ج,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريط س.جديد *,100.5,0.58,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريط سعر سعر جديد,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريط قديمممم  ,100.5,0.52,0.5,1191
26,اريك 100 مجم 12 قرص,اريك 3شريط قديييييم.,100.5,0.51,0.5,637
26,اريك 100 مجم 12 قرص,اريك 3شريط100.50ج,100.5,0.55,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريطططط/ دولالالاب/ ,100.5,0.48,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريطططط/ دولالالاب/ ,100.5,0.48,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريطططط/دولاب,100.5,0.47,0.5,924
26,اريك 100 مجم 12 قرص,اريك 3شريططططط,100.5,0.48,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريططططط سعر جديد=,100.5,0.49,0.5,720
26,اريك 100 مجم 12 قرص,اريك 3شريييط  * س.ج ,100.5,0.47,0.5,894
26,اريك 100 مجم 12 قرص,اريك اقراص3ش س ج/ادويا,100.5,0.62,0.5,1540
26,اريك 100 مجم 12 قرص,اريك اقراص3شريط سعر قديم,100.5,0.56,0.5,1413
26,اريك 100 مجم 12 قرص,اريك*12قرص*3شريط ,100.5,0.57,0.5,2068
268,سيمباتكس 30 مجم 30 كبسول,سيمباتكس30مجم اقرص س ج,228.0,0.67,1.0,712
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون  كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون  كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون  كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون  كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون   كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
4102,بيبون 30 كبسول,بيبون كبسول,35.0,1.0,1.0,514
